Date,Asset_Value,Daily_Status,Intraday_Anomaly_Count
2024-06-21,45.033485412597656,Success,6
2024-06-24,43.93510818481445,Failure,8
2024-06-25,43.91122817993164,Success,8
2024-06-26,44.257469177246094,Success,5
2024-06-27,44.24552536010742,Success,4
2024-06-28,44.520118713378906,Success,2
2024-07-01,44.55593490600586,Success,4
2024-07-02,44.257469177246094,Failure,3
2024-07-03,44.794715881347656,Failure,4
2024-07-04,45.964725494384766,Success,8
2024-07-05,45.797584533691406,Failure,6
2024-07-08,47.2421875,Success,11
2024-07-09,47.194427490234375,Success,10
2024-07-10,47.36157989501953,Success,4
2024-07-11,48.41219711303711,Success,6
2024-07-12,46.88401412963867,Failure,9
2024-07-15,46.967586517333984,Failure,6
2024-07-16,47.243587493896484,Success,8
2024-07-17,46.58359146118164,Failure,9
2024-07-18,45.74360275268555,Success,11
2024-07-19,44.699607849121094,Failure,10
2024-07-22,43.367618560791016,Failure,14
2024-07-23,44.71160888671875,Success,8
2024-07-26,42.959625244140625,Success,17
2024-07-29,43.343624114990234,Failure,6
2024-07-30,43.343624114990234,Success,8
2024-07-31,43.403621673583984,Success,6
2024-08-01,44.159610748291016,Failure,9
2024-08-02,41.92762756347656,Failure,19
2024-08-05,38.099666595458984,Failure,36
2024-08-06,40.19964599609375,Success,41
2024-08-07,41.795631408691406,Success,21
2024-08-08,40.931644439697266,Failure,17
2024-08-09,42.20363235473633,Success,15
2024-08-12,42.731624603271484,Success,11
2024-08-13,42.83962631225586,Failure,7
2024-08-14,43.37961959838867,Success,12
2024-08-15,43.04362487792969,Failure,7
2024-08-16,44.0156135559082,Success,8
2024-08-19,44.07561492919922,Success,6
2024-08-20,44.099613189697266,Failure,7
2024-08-21,43.63161849975586,Failure,7
2024-08-22,43.403621673583984,Failure,3
2024-08-23,43.42761993408203,Success,5
2024-08-26,43.49961853027344,Failure,7
2024-08-27,43.307621002197266,Success,3
2024-08-28,43.919612884521484,Success,3
2024-08-29,43.31962203979492,Success,7
2024-08-30,43.52362060546875,Success,5
2024-09-02,43.403621673583984,Failure,5
2024-09-03,43.21162414550781,Failure,6
2024-09-04,41.09964370727539,Success,19
2024-09-05,41.35163879394531,Failure,5
2024-09-06,41.939632415771484,Success,5
2024-09-09,41.2916374206543,Success,10
2024-09-10,41.36363983154297,Failure,6
2024-09-11,41.2436408996582,Failure,3
2024-09-12,42.791622161865234,Success,10
2024-09-13,42.81562423706055,Failure,2
2024-09-16,42.899627685546875,Success,3
2024-09-18,42.683631896972656,Failure,6
2024-09-19,43.235618591308594,Success,5
2024-09-20,43.78761672973633,Failure,9
2024-09-23,43.9796142578125,Success,5
2024-09-24,44.39960861206055,Success,6
2024-09-25,45.05960464477539,Success,7
2024-09-26,45.431602478027344,Failure,11
2024-09-27,45.335601806640625,Failure,7
2024-09-30,44.14761734008789,Failure,8
2024-10-01,44.06361770629883,Failure,6
2024-10-04,44.06361770629883,Failure,5
2024-10-07,45.15560531616211,Success,8
2024-10-08,44.93960952758789,Success,6
2024-10-09,45.35960388183594,Failure,7
2024-10-11,46.11559295654297,Success,8
2024-10-14,46.1515998840332,Success,6
2024-10-15,47.13558578491211,Success,9
2024-10-16,46.31959533691406,Success,11
2024-10-17,46.391597747802734,Failure,6
2024-10-18,47.54358673095703,Failure,21
2024-10-21,47.531585693359375,Failure,8
2024-10-22,47.351585388183594,Success,5
2024-10-23,47.039588928222656,Failure,6
2024-10-24,46.75159454345703,Failure,5
2024-10-25,47.13558578491211,Success,8
2024-10-28,47.05158233642578,Failure,7
2024-10-29,45.959598541259766,Failure,16
2024-10-30,46.03160095214844,Failure,9
2024-11-01,45.71959686279297,Success,12
2024-11-04,46.307594299316406,Success,4
2024-11-05,46.47559356689453,Success,6
2024-11-06,46.84758377075195,Success,11
2024-11-07,47.38758087158203,Success,8
2024-11-08,47.75958251953125,Failure,8
2024-11-11,47.7835807800293,Success,8
2024-11-12,46.559593200683594,Failure,17
2024-11-13,46.25959014892578,Failure,6
2024-11-14,45.839595794677734,Failure,8
2024-11-15,46.163597106933594,Success,4
2024-11-18,45.515602111816406,Failure,8
2024-11-19,46.13959503173828,Success,5
2024-11-20,45.94759750366211,Failure,0
2024-11-21,45.443603515625,Failure,10
2024-11-22,46.33159637451172,Success,5
2024-11-25,46.163597106933594,Failure,5
2024-11-26,45.563602447509766,Failure,7
2024-11-27,44.90360641479492,Failure,9
2024-11-28,44.831607818603516,Failure,8
2024-11-29,44.93960952758789,Success,5
2024-12-02,46.00759506225586,Success,6
2024-12-03,46.631591796875,Failure,6
2024-12-04,46.90758514404297,Success,4
2024-12-05,47.15958786010742,Success,4
2024-12-06,46.97958755493164,Failure,4
2024-12-09,47.039588928222656,Failure,3
2024-12-10,46.703590393066406,Failure,2
2024-12-11,46.29559326171875,Failure,4
2024-12-12,46.83558654785156,Success,3
2024-12-13,46.8715934753418,Success,2
2024-12-16,47.06359100341797,Failure,4
2024-12-17,47.303585052490234,Failure,6
2024-12-18,47.303585052490234,Success,4
2024-12-19,46.65559005737305,Success,8
2024-12-20,46.223594665527344,Failure,7
2024-12-23,47.3395881652832,Success,7
2024-12-24,47.47158432006836,Failure,5
2024-12-25,47.61558532714844,Failure,3
2024-12-26,47.57958221435547,Failure,3
2024-12-27,47.7355842590332,Success,4
2024-12-30,47.47158432006836,Failure,5
2024-12-31,46.97958755493164,Failure,5
2025-01-02,46.57159423828125,Failure,8
2025-01-03,47.039588928222656,Failure,4
2025-01-06,48.515567779541016,Success,16
2025-01-07,49.05556869506836,Failure,10
2025-01-08,48.32358169555664,Failure,7
2025-01-09,47.771583557128906,Failure,5
2025-01-10,47.75958251953125,Failure,5
2025-01-13,46.65559005737305,Failure,13
2025-01-14,46.9435920715332,Success,7
2025-01-15,46.58359146118164,Failure,11
2025-01-16,47.531585693359375,Success,10
2025-01-17,47.762733459472656,Failure,10
2025-01-20,48.24936294555664,Success,4
2025-01-21,48.34668731689453,Success,7
2025-01-22,48.97930908203125,Success,8
2025-02-03,46.88679504394531,Success,36
2025-02-04,47.16661071777344,Success,12
2025-02-05,47.8843879699707,Success,10
2025-02-06,48.09120559692383,Failure,7
2025-02-07,48.3101921081543,Success,3
2025-02-10,47.762733459472656,Failure,10
2025-02-11,48.05471420288086,Failure,3
2025-02-12,47.98171615600586,Failure,4
2025-02-13,47.77489471435547,Failure,9
2025-02-14,47.20310974121094,Failure,15
2025-02-17,47.9208869934082,Success,7
2025-02-18,48.09120559692383,Failure,5
2025-02-19,48.006046295166016,Failure,7
2025-02-20,47.82356262207031,Failure,9
2025-02-21,48.16419982910156,Success,5
2025-02-24,47.738399505615234,Success,8
2025-02-25,47.11794662475586,Failure,17
2025-02-26,47.37342834472656,Success,12
2025-02-27,46.838138580322266,Failure,12
2025-03-03,45.7553825378418,Failure,36
2025-03-04,45.45124053955078,Success,18
2025-03-05,46.047359466552734,Success,8
2025-03-06,45.76755142211914,Failure,9
2025-03-07,45.34174728393555,Failure,11
2025-03-10,45.074100494384766,Failure,13
2025-03-11,44.283329010009766,Success,22
2025-03-12,44.47798156738281,Success,8
2025-03-13,44.0643424987793,Failure,8
2025-03-14,43.91835403442383,Failure,8
2025-03-17,44.295494079589844,Failure,7
2025-03-18,44.47798156738281,Failure,5
2025-03-19,43.93052291870117,Failure,7
2025-03-20,44.87944793701172,Success,5
2025-03-21,44.51447677612305,Failure,4
2025-03-24,44.46581268310547,Failure,4
2025-03-25,44.9281120300293,Failure,5
2025-03-26,44.89161682128906,Failure,4
2025-03-27,44.04001235961914,Failure,11
2025-03-28,43.602046966552734,Success,13
2025-03-31,42.03266143798828,Failure,24
2025-04-01,42.89643478393555,Success,7
2025-04-02,42.82344055175781,Failure,6
2025-04-07,38.54109191894531,Failure,15
2025-04-08,37.28802490234375,Success,53
2025-04-09,35.57264709472656,Failure,49
2025-04-10,39.12504959106445,Failure,3
2025-04-11,40.03748321533203,Success,31
2025-04-14,39.83066177368164,Failure,29
2025-04-15,40.23213195800781,Success,12
2025-04-16,39.502193450927734,Failure,16
2025-04-17,39.06422424316406,Failure,12
2025-04-18,39.149375915527344,Failure,7
2025-04-21,38.589759826660156,Failure,10
2025-04-22,37.944969177246094,Failure,12
2025-04-23,39.62384796142578,Success,10
2025-04-24,39.392696380615234,Failure,8
2025-04-25,40.3294563293457,Failure,11
2025-04-28,40.67009735107422,Success,7
2025-04-29,40.82825469970703,Success,7
2025-04-30,41.022911071777344,Success,6
2025-05-02,42.21514892578125,Success,9
2025-05-05,41.838008880615234,Failure,21
2025-05-06,41.60686492919922,Success,19
2025-05-07,41.44871139526367,Failure,8
2025-05-08,41.99617004394531,Success,6
2025-05-09,42.519290924072266,Success,8
2025-05-12,42.99375534057617,Success,8
2025-05-13,43.51688766479492,Failure,13
2025-05-14,44.5023078918457,Success,14
2025-05-15,44.40498352050781,Failure,7
2025-05-16,44.526641845703125,Success,6
2025-05-19,43.90618896484375,Failure,6
2025-05-20,43.99134826660156,Failure,3
2025-05-21,44.672630310058594,Success,9
2025-05-22,44.186004638671875,Failure,5
2025-05-23,44.003517150878906,Failure,4
2025-05-26,43.95485305786133,Failure,9
2025-05-27,43.5655517578125,Failure,7
2025-05-28,43.638545989990234,Failure,5
2025-05-29,43.73586654663086,Failure,5
2025-06-02,42.79910659790039,Failure,11
2025-06-03,43.103248596191406,Failure,4
2025-06-04,44.11301040649414,Success,7
2025-06-05,44.19816207885742,Failure,6
2025-06-06,44.271156311035156,Success,5
2025-06-09,44.696964263916016,Success,8
2025-06-10,45.901371002197266,Success,19
2025-06-11,45.901371002197266,Failure,0
2025-06-12,45.901371002197266,Failure,0
2025-06-13,45.901371002197266,Failure,0
2025-06-16,45.901371002197266,Failure,0
2025-06-17,45.901371002197266,Failure,0
2025-06-18,46.297977447509766,Success,40
2025-06-19,45.84054183959961,Failure,27
2025-06-20,45.77241516113281,Failure,13
2025-06-23,45.39284133911133,Success,16
2025-06-24,46.22011184692383,Success,9
2025-06-25,46.89166259765625,Success,12
2025-06-26,46.9500617980957,Failure,12
2025-06-27,46.998722076416016,Failure,15
2025-06-30,47.06684875488281,Failure,9
2025-07-01,47.33936309814453,Success,12
2025-07-02,47.349098205566406,Success,12
2025-07-03,48.00117874145508,Failure,10
2025-07-04,47.5534782409668,Failure,12
2025-07-07,47.271236419677734,Failure,12
2025-07-08,47.0571174621582,Failure,8
2025-07-09,47.54374694824219,Success,6
2025-07-10,48.088775634765625,Success,8
2025-07-11,48.293155670166016,Success,7
2025-07-14,48.01091384887695,Failure,10
2025-07-15,48.66299819946289,Success,11
2025-07-16,49.052303314208984,Success,14
2025-07-17,49.34428024291992,Success,14
2025-07-18,50.07422637939453,Success,17
2025-07-21,49.888004302978516,Failure,12
2025-07-22,49.54496383666992,Failure,14
2025-07-23,49.69198226928711,Success,10
2025-07-24,49.98601531982422,Failure,13
2025-07-25,49.888004302978516,Failure,6
2025-07-28,50.03501892089844,Failure,8
2025-07-29,49.44694900512695,Failure,16
2025-07-30,49.98601531982422,Success,13
2025-07-31,50.52507781982422,Success,13
2025-08-01,50.08402633666992,Success,16
2025-08-04,49.78998947143555,Success,14
2025-08-05,50.42707061767578,Success,7
2025-08-06,49.98601531982422,Failure,7
2025-08-07,51.40718460083008,Success,20
2025-08-08,51.40718460083008,Failure,9
2025-08-11,51.799232482910156,Success,11
2025-08-12,51.848243713378906,Success,9
2025-08-13,52.28929138183594,Success,12
2025-08-14,52.09326934814453,Failure,9
2025-08-15,52.09326934814453,Failure,8
2025-08-18,52.24028396606445,Success,7
2025-08-19,52.142276763916016,Failure,4
2025-08-20,50.672096252441406,Failure,36
2025-08-21,50.96613311767578,Success,12
2025-08-22,50.72110366821289,Failure,7
2025-08-25,51.652217864990234,Success,10
2025-08-26,51.70122146606445,Success,6
2025-08-27,51.946250915527344,Failure,14
2025-08-28,51.45619201660156,Failure,9
2025-08-29,51.45619201660156,Failure,6
2025-09-01,50.96613311767578,Failure,12
2025-09-02,50.96613311767578,Failure,5
2025-09-03,50.91712951660156,Success,6
2025-09-04,51.26016616821289,Failure,6
2025-09-05,51.799232482910156,Success,6
2025-09-08,52.28929138183594,Failure,9
2025-09-09,52.8283576965332,Success,9
2025-09-10,53.857479095458984,Success,12
2025-09-11,54.347537994384766,Failure,14
2025-09-12,54.88660430908203,Success,9
2025-09-15,54.88660430908203,Failure,8
2025-09-16,55.6216926574707,Success,10
2025-09-17,55.22964096069336,Failure,10
2025-09-18,55.817718505859375,Success,7
2025-09-19,55.866722106933594,Failure,11
2025-09-22,56.25877380371094,Success,9
2025-09-23,57.28789520263672,Success,14
2025-09-24,57.238887786865234,Failure,14
2025-09-25,57.04286575317383,Failure,9
2025-09-26,56.111751556396484,Failure,26
2025-09-30,56.650814056396484,Success,10
2025-10-01,56.94485092163086,Success,12
2025-10-02,58.02298355102539,Success,11
2025-10-03,58.856082916259766,Success,12
2025-10-07,60.4732780456543,Success,21
2025-10-08,59.9342155456543,Success,18
2025-10-09,60.37526321411133,Failure,12
2025-10-13,59.78719711303711,Success,43
2025-10-14,59.49315643310547,Failure,25
2025-10-15,60.571285247802734,Success,16
2025-10-16,61.747432708740234,Success,18
2025-10-17,60.81631851196289,Failure,26
2025-10-20,61.84543991088867,Success,17
2025-10-21,61.943450927734375,Failure,20
2025-10-22,61.45339584350586,Success,19
2025-10-23,61.1103515625,Success,26
2025-10-27,62.531524658203125,Success,16
2025-10-28,62.09046936035156,Failure,15
2025-10-29,63.11959457397461,Success,10
2025-10-30,63.11959457397461,Failure,15
2025-10-31,63.46263885498047,Success,8
2025-11-03,62.87456512451172,Failure,21
2025-11-04,62.67854309082031,Failure,13
2025-11-05,61.89445114135742,Success,34
2025-11-06,62.041465759277344,Failure,10
2025-11-07,61.30637741088867,Failure,16
2025-11-10,62.09046936035156,Success,13
2025-11-11,61.649417877197266,Failure,12
2025-11-12,61.943450927734375,Success,9
2025-11-13,61.649417877197266,Success,12
2025-11-14,60.4732780456543,Success,33
2025-11-17,60.66930389404297,Failure,14
2025-11-18,59.248130798339844,Failure,39
2025-11-19,58.856082916259766,Failure,22
2025-11-20,60.66930389404297,Success,13
2025-11-21,58.660057067871094,Failure,49
2025-11-24,58.366024017333984,Failure,25
2025-11-25,59.150115966796875,Failure,10
2025-11-26,60.13023376464844,Success,12
2025-11-27,60.66930389404297,Success,8
2025-11-28,61.1103515625,Success,11
2025-12-01,60.277252197265625,Failure,15
2025-12-02,60.4732780456543,Failure,6
2025-12-03,61.061344146728516,Failure,7
2025-12-04,60.96333694458008,Failure,6
2025-12-05,61.50239944458008,Success,7
2025-12-08,62.43351364135742,Success,12
2025-12-09,62.33549880981445,Failure,7
2025-12-10,62.77655792236328,Success,10
2025-12-11,62.09046936035156,Failure,15
2025-12-12,62.18848419189453,Failure,9
2025-12-15,61.55140686035156,Success,17
2025-12-16,61.01234436035156,Success,25
2025-12-17,60.66930389404297,Failure,14
2025-12-18,60.66930389404297,Success,18
2025-12-19,61.25736999511719,Success,13
2025-12-22,62.13947677612305,Success,15
2025-12-23,62.43351364135742,Success,16
2025-12-24,62.580528259277344,Failure,10
2025-12-26,63.11959457397461,Success,11
2025-12-29,63.95269775390625,Success,13
2025-12-30,63.85468673706055,Success,9
2025-12-31,64.29573822021484,Success,11
2026-01-02,65.618896484375,Success,12
2026-01-05,68.11819458007812,Success,37
2026-01-06,69.00030517578125,Success,20
2026-01-07,68.46123504638672,Failure,18
2026-01-08,68.70626831054688,Success,11
2026-01-09,68.46123504638672,Success,17
2026-01-12,68.9512939453125,Failure,13
2026-01-13,69.2943344116211,Failure,16
2026-01-14,69.34334564208984,Failure,13
2026-01-15,69.2453384399414,Failure,14
2026-01-16,70.56848907470703,Success,16
2026-01-19,71.15656280517578,Success,19
2026-01-20,71.15656280517578,Success,17
2026-01-21,70.42147064208984,Success,26
2026-01-22,71.36573028564453,Failure,15
2026-01-23,71.81300354003906,Success,11
2026-01-26,71.81300354003906,Failure,13
2026-01-27,72.60816955566406,Success,11
2026-01-28,73.75120544433594,Success,14
2026-01-29,73.3039321899414,Failure,18
2026-01-30,72.160888671875,Failure,26
2026-02-02,71.06754302978516,Failure,34
2026-02-03,72.5087661743164,Failure,11
2026-02-04,72.45907592773438,Success,9
2026-02-05,71.56451416015625,Failure,15
2026-02-06,71.46512603759766,Success,17
2026-02-09,73.50271606445312,Failure,19
2026-02-10,75.04335021972656,Success,16
2026-02-11,76.73306274414062,Success,18
2026-02-23,76.93185424804688,Failure,35
2026-02-24,78.91976165771484,Success,23
2026-02-25,80.6094741821289,Success,26
2026-02-26,80.65917205810547,Failure,20
2026-03-02,79.864013671875,Success,33
2026-03-03,78.27368927001953,Failure,47
2026-03-04,75.14273834228516,Failure,75
2026-03-05,76.93185424804688,Failure,32
2026-03-06,76.38517761230469,Success,23
2026-03-09,73.15483856201172,Success,81
2026-03-10,74.74515533447266,Failure,27
2026-03-11,77.72701263427734,Success,24
2026-03-12,76.1366958618164,Failure,19
2026-03-13,75.4906234741211,Success,17
2026-03-16,75.14273834228516,Failure,16
2026-03-17,76.18639373779297,Success,10
2026-03-18,77.32943725585938,Success,11
2026-03-19,75.54032135009766,Failure,21
2026-03-20,75.44092559814453,Failure,11
2026-03-23,73.80091094970703,Success,34
2026-03-24,73.95000457763672,Failure,13
2026-03-25,75.7391128540039,Failure,15
2026-03-26,75.34153747558594,Failure,12
2026-03-27,74.54637145996094,Success,17
2026-03-30,73.4530258178711,Success,26
2026-03-31,71.91239929199219,Failure,38
2026-04-01,74.99364471435547,Success,20
2026-04-02,73.50271606445312,Failure,17
2026-04-07,74.84455871582031,Success,12
2026-04-08,78.72096252441406,Success,37
2026-04-09,78.67127227783203,Failure,15
2026-04-10,80.2615966796875,Success,19
2026-04-13,80.11249542236328,Failure,14
2026-04-14,82.59738159179688,Success,20
2026-04-15,83.64102935791016,Success,20
2026-04-16,84.48588562011719,Success,12
2026-04-17,83.64102935791016,Failure,15
2026-04-20,84.03861236572266,Failure,15
2026-04-21,85.4798355102539,Success,11
2026-04-22,85.82772064208984,Success,10
2026-04-23,85.82772064208984,Failure,24
2026-04-24,89.40594482421875,Success,20
2026-04-27,92.4375,Success,30
2026-04-28,91.44355010986328,Failure,18
2026-04-29,90.20111083984375,Success,15
2026-04-30,89.95262145996094,Failure,13
2026-05-04,94.02782440185547,Success,19
2026-05-05,94.02782440185547,Success,12
2026-05-06,95.17086791992188,Failure,17
2026-05-07,97.10906982421875,Failure,18
2026-05-08,96.4133071899414,Failure,19
2026-05-11,96.31391143798828,Success,14
2026-05-12,96.26421356201172,Failure,15
2026-05-13,94.92237854003906,Success,18
2026-05-14,95.46905517578125,Failure,8
2026-05-15,94.82298278808594,Failure,14
2026-05-18,94.32601165771484,Success,17
2026-05-19,92.53689575195312,Failure,19
2026-05-20,91.94052124023438,Failure,18
2026-05-21,95.270263671875,Success,9
2026-05-22,96.71149444580078,Success,10
2026-05-25,100.19032287597656,Success,20
2026-05-26,99.49455261230469,Failure,14
2026-05-27,101.92974090576172,Success,14
2026-05-28,99.89213562011719,Failure,23
2026-05-29,104.76250457763672,Success,16
2026-06-01,104.86189270019531,Success,21
2026-06-02,105.06068420410156,Failure,17
2026-06-03,106.9491958618164,Success,12
2026-06-04,105.45826721191406,Failure,17
2026-06-05,103.52006530761719,Failure,27
2026-06-08,100.33941650390625,Success,53
2026-06-09,102.87399291992188,Success,14
2026-06-10,99.64364624023438,Failure,27
2026-06-11,99.2460708618164,Failure,41
2026-06-12,101.33336639404297,Failure,12
2026-06-15,104.61341094970703,Success,15
2026-06-16,105.25947570800781,Failure,11
2026-06-17,105.35887145996094,Success,12
2026-06-18,106.65100860595703,Success,12
2026-06-22,110.47772216796875,Success,18
2026-06-23,109.43407440185547,Failure,19
2026-06-24,106.50191497802734,Failure,34
2026-06-25,106.5516128540039,Failure,14
2026-06-26,102.47640991210938,Failure,41
2026-06-29,103.81824493408203,Success,16
2026-06-30,107.14798736572266,Success,17
2026-07-01,108.68860626220703,Failure,11
2026-07-02,108.14193725585938,Success,11
2026-07-03,107.69465637207031,Success,12
2026-07-06,107.59526062011719,Failure,11
2026-07-07,105.55765533447266,Failure,18
2026-07-08,105.4085693359375,Failure,14
2026-07-09,105.16008758544922,Failure,8
2026-07-10,105.16008758544922,Failure,0
2026-07-13,105.35887145996094,Failure,10
2026-07-14,103.76854705810547,Failure,37
2026-07-15,105.65705871582031,Success,17
2026-07-16,105.75645446777344,Success,11
2026-07-17,99.54425811767578,Failure,73
2026-07-20,98.5999984741211,Failure,55
2026-07-21,102.5,Success,15
2026-07-22,103.8499984741211,Failure,17
2026-07-23,103.9000015258789,Failure,8
2026-07-24,101.69999694824219,Failure,15
2026-07-27,101.44999694824219,Success,16
2026-07-28,97.1500015258789,Failure,66
2026-07-29,93.69999694824219,Failure,79
2026-07-30,93.5,Success,45
2026-07-31,102.8499984741211,Success,55
2026-08-03,102.0,Failure,26
2026-08-04,100.6500015258789,Failure,18
2026-08-05,103.80000305175781,Success,26
2026-08-06,103.30000305175781,Success,12
2026-08-07,102.8499984741211,Failure,10
2026-08-10,104.25,Success,12
2026-08-11,104.5999984741211,Success,10
2026-08-12,105.19999694824219,Success,9
2026-08-13,106.69999694824219,Success,14
2026-08-14,106.4000015258789,Failure,12
2026-08-17,106.44999694824219,Success,8
2026-08-18,104.9000015258789,Failure,9
2026-08-19,103.0999984741211,Success,15
2026-08-20,103.80000305175781,Failure,6
2026-08-21,104.6500015258789,Success,6
2026-08-24,103.80000305175781,Failure,6
2026-08-25,104.4000015258789,Success,9
2026-08-26,105.9000015258789,Success,14
2026-08-27,106.05000305175781,Failure,10
2026-08-28,106.94999694824219,Failure,12
2026-08-31,106.25,Success,10
2026-09-02,106.80000305175781,Failure,11
